epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1033.3,0.34875,0.30229,0.81405,0.99763,0.9979,0.995,0.95172,0.3226,0.1635,0.7993,0.00079705,0.00079705,0.00079705
43,1059,0.3384,0.29434,0.81478,0.99855,0.99703,0.995,0.95926,0.31082,0.16091,0.79845,0.0007921,0.0007921,0.0007921
44,1082.62,0.33444,0.29259,0.81653,0.99621,0.99789,0.995,0.95616,0.31851,0.16514,0.8,0.00078715,0.00078715,0.00078715
45,1106.78,0.33211,0.28465,0.81205,0.99803,0.99825,0.995,0.96266,0.30227,0.16102,0.79687,0.0007822,0.0007822,0.0007822
46,1131.09,0.3215,0.27565,0.81567,0.99873,0.99842,0.995,0.95971,0.3043,0.16599,0.79506,0.00077725,0.00077725,0.00077725
47,1155.49,0.32493,0.27896,0.81121,0.99791,0.99813,0.995,0.96026,0.31808,0.17041,0.79845,0.0007723,0.0007723,0.0007723
48,1179.37,0.33401,0.28637,0.81634,0.99778,0.99811,0.995,0.96101,0.30525,0.163,0.79789,0.00076735,0.00076735,0.00076735
49,1205.83,0.32492,0.28413,0.81309,0.99799,0.99591,0.995,0.96335,0.29915,0.15768,0.79406,0.0007624,0.0007624,0.0007624
50,1233.26,0.31425,0.27457,0.81052,0.99919,0.99985,0.995,0.96389,0.29873,0.15333,0.79438,0.00075745,0.00075745,0.00075745
51,1257.98,0.3187,0.27015,0.81005,0.9984,0.99939,0.995,0.96648,0.29082,0.15011,0.79416,0.0007525,0.0007525,0.0007525
52,1283.61,0.32379,0.26467,0.81301,0.99943,1,0.995,0.96363,0.30282,0.15754,0.79765,0.00074755,0.00074755,0.00074755
53,1311.24,0.3299,0.27667,0.81362,0.99878,0.9994,0.995,0.96355,0.2925,0.15885,0.79379,0.0007426,0.0007426,0.0007426
54,1336.69,0.30968,0.26971,0.81205,0.99766,0.9986,0.995,0.96583,0.28572,0.14912,0.79382,0.00073765,0.00073765,0.00073765
55,1359.68,0.31055,0.26941,0.81127,0.99856,0.99798,0.995,0.96935,0.27334,0.14495,0.79072,0.0007327,0.0007327,0.0007327
56,1383,0.30934,0.26826,0.8097,0.99587,0.99662,0.99499,0.96577,0.29341,0.1667,0.79572,0.00072775,0.00072775,0.00072775
57,1406.66,0.30394,0.26923,0.80846,0.99887,0.99925,0.995,0.96392,0.29022,0.15258,0.79424,0.0007228,0.0007228,0.0007228
58,1430.03,0.31872,0.27152,0.81278,0.99625,0.99853,0.99499,0.96134,0.29883,0.16162,0.79536,0.00071785,0.00071785,0.00071785
59,1454.69,0.31699,0.27634,0.8101,0.99837,0.99708,0.995,0.96651,0.29006,0.15311,0.79308,0.0007129,0.0007129,0.0007129
60,1479.69,0.30723,0.26497,0.81004,0.999,0.9953,0.995,0.96646,0.28362,0.14948,0.79177,0.00070795,0.00070795,0.00070795
61,1504,0.30612,0.25885,0.81154,0.9995,0.99739,0.995,0.96668,0.27747,0.15412,0.79223,0.000703,0.000703,0.000703
62,1529.08,0.29808,0.25608,0.81007,0.99898,0.99823,0.995,0.97022,0.2772,0.15201,0.79254,0.00069805,0.00069805,0.00069805
63,1554.37,0.29921,0.25763,0.80907,0.99714,0.99849,0.995,0.97073,0.26817,0.14189,0.78906,0.0006931,0.0006931,0.0006931
64,1578.53,0.29117,0.25243,0.80653,0.99786,0.99862,0.995,0.97111,0.26878,0.14211,0.79148,0.00068815,0.00068815,0.00068815
65,1602.98,0.29406,0.25352,0.80847,0.9991,0.99822,0.995,0.9715,0.26367,0.13965,0.79046,0.0006832,0.0006832,0.0006832
66,1626.14,0.29844,0.25885,0.80528,0.99945,0.99642,0.995,0.96929,0.27841,0.14607,0.793,0.00067825,0.00067825,0.00067825
67,1649.09,0.28934,0.24713,0.80642,0.99833,0.99821,0.995,0.97296,0.26211,0.13708,0.79087,0.0006733,0.0006733,0.0006733
68,1672.19,0.29361,0.25167,0.80928,0.9984,0.99823,0.995,0.97394,0.25991,0.14206,0.7888,0.00066835,0.00066835,0.00066835
69,1695.33,0.28904,0.24731,0.80767,0.9987,0.997,0.995,0.97194,0.26593,0.14144,0.79105,0.0006634,0.0006634,0.0006634
70,1718.43,0.28306,0.23747,0.80699,0.99721,0.99845,0.995,0.97002,0.26664,0.13812,0.79011,0.00065845,0.00065845,0.00065845
71,1741.36,0.28948,0.2474,0.80933,0.99863,0.99678,0.995,0.97133,0.27366,0.14437,0.79066,0.0006535,0.0006535,0.0006535
72,1764.35,0.29191,0.25095,0.8077,0.99713,0.99745,0.99499,0.96961,0.26908,0.1478,0.79033,0.00064855,0.00064855,0.00064855
73,1787.29,0.28321,0.23966,0.80573,0.99835,0.99611,0.995,0.97509,0.24859,0.13606,0.78647,0.0006436,0.0006436,0.0006436
74,1810.41,0.27919,0.23954,0.80511,0.99955,0.99887,0.995,0.97159,0.26285,0.14535,0.78919,0.00063865,0.00063865,0.00063865
75,1833.41,0.27286,0.23413,0.80664,0.99844,0.99914,0.995,0.97059,0.26574,0.13659,0.79152,0.0006337,0.0006337,0.0006337
76,1856.41,0.28099,0.2434,0.80392,0.99768,0.99999,0.995,0.971,0.27188,0.14088,0.79108,0.00062875,0.00062875,0.00062875
77,1879.43,0.27526,0.23869,0.80451,0.99832,0.9999,0.995,0.9748,0.25333,0.13663,0.7891,0.0006238,0.0006238,0.0006238
78,1902.69,0.2784,0.24621,0.80657,0.99899,0.99797,0.995,0.97362,0.25338,0.13404,0.78827,0.00061885,0.00061885,0.00061885
79,1925.67,0.27308,0.23419,0.80529,0.99938,0.99801,0.995,0.97501,0.25591,0.14,0.78758,0.0006139,0.0006139,0.0006139
80,1948.71,0.27208,0.23484,0.8064,0.99919,0.99836,0.995,0.97543,0.24806,0.13557,0.78802,0.00060895,0.00060895,0.00060895
81,1971.51,0.26914,0.23431,0.80414,0.99902,0.9997,0.995,0.97465,0.25148,0.1371,0.78659,0.000604,0.000604,0.000604
82,1993.96,0.25758,0.21759,0.80171,0.99965,0.99919,0.995,0.97801,0.24131,0.12748,0.78626,0.00059905,0.00059905,0.00059905
83,2016.52,0.27057,0.23229,0.80563,0.99949,0.99751,0.995,0.97726,0.25168,0.13449,0.78682,0.0005941,0.0005941,0.0005941
84,2039,0.27443,0.23426,0.80801,0.99736,0.99942,0.995,0.9769,0.24304,0.13058,0.78593,0.00058915,0.00058915,0.00058915
85,2061.43,0.26442,0.22628,0.80507,0.99866,0.99813,0.995,0.97627,0.23308,0.12807,0.78409,0.0005842,0.0005842,0.0005842
86,2083.96,0.26216,0.22475,0.8031,0.99868,0.99642,0.99499,0.97735,0.23953,0.13483,0.786,0.00057925,0.00057925,0.00057925
87,2106.28,0.25854,0.22395,0.8009,0.99593,0.99599,0.99498,0.97446,0.24592,0.14113,0.78717,0.0005743,0.0005743,0.0005743
88,2128.74,0.25568,0.21665,0.80086,0.99932,0.9989,0.995,0.97838,0.2367,0.12695,0.7855,0.00056935,0.00056935,0.00056935
89,2151.25,0.2671,0.22862,0.80289,0.99926,0.99809,0.995,0.97851,0.23498,0.12893,0.78633,0.0005644,0.0005644,0.0005644
90,2173.62,0.26973,0.23606,0.80254,0.99837,0.99848,0.995,0.97825,0.23526,0.13148,0.78808,0.00055945,0.00055945,0.00055945
91,2196.04,0.26303,0.23077,0.80583,0.99804,0.99828,0.995,0.97723,0.24478,0.13459,0.78904,0.0005545,0.0005545,0.0005545
92,2218.5,0.26189,0.22578,0.80394,0.99933,0.99559,0.995,0.9782,0.24086,0.13213,0.78613,0.00054955,0.00054955,0.00054955
93,2240.92,0.25892,0.22614,0.80917,0.99861,0.9982,0.995,0.97728,0.23637,0.12944,0.78508,0.0005446,0.0005446,0.0005446
94,2263.34,0.24767,0.21249,0.80166,0.9987,0.99791,0.995,0.98063,0.2256,0.12639,0.78393,0.00053965,0.00053965,0.00053965
95,2285.85,0.24036,0.20287,0.80054,0.99874,0.99703,0.995,0.97894,0.22663,0.12487,0.78498,0.0005347,0.0005347,0.0005347
96,2308.21,0.25158,0.21058,0.80122,0.99899,0.99708,0.995,0.98034,0.23468,0.12576,0.7843,0.00052975,0.00052975,0.00052975
97,2330.61,0.25886,0.22429,0.80234,0.99878,0.99588,0.995,0.97939,0.23349,0.13066,0.78354,0.0005248,0.0005248,0.0005248
98,2353.09,0.25134,0.21275,0.80169,0.99776,0.99595,0.995,0.98049,0.22632,0.12497,0.78349,0.00051985,0.00051985,0.00051985
99,2375.48,0.24663,0.21379,0.80039,0.99835,0.99757,0.995,0.97969,0.22727,0.12566,0.78411,0.0005149,0.0005149,0.0005149
100,2397.82,0.24434,0.21002,0.80101,0.99955,0.99768,0.995,0.98251,0.2213,0.11787,0.78413,0.00050995,0.00050995,0.00050995
101,2420.25,0.23972,0.20401,0.80026,0.99857,0.99514,0.995,0.98204,0.22775,0.12639,0.78369,0.000505,0.000505,0.000505
102,2443.19,0.24723,0.21445,0.80313,0.99794,0.99788,0.99499,0.97937,0.22901,0.12974,0.78389,0.00050005,0.00050005,0.00050005
103,2466.13,0.23774,0.20024,0.79637,0.99898,0.99721,0.995,0.97881,0.22207,0.11845,0.78342,0.0004951,0.0004951,0.0004951
104,2489.2,0.24457,0.20863,0.80255,0.99891,0.99813,0.995,0.97997,0.22597,0.1268,0.78359,0.00049015,0.00049015,0.00049015
105,2512.25,0.24098,0.21052,0.80052,0.9995,0.99849,0.995,0.98115,0.2264,0.12043,0.78362,0.0004852,0.0004852,0.0004852
106,2535.24,0.2382,0.19566,0.79676,0.99943,0.99672,0.995,0.98221,0.21981,0.11696,0.78422,0.00048025,0.00048025,0.00048025
107,2558.35,0.23937,0.20602,0.79754,0.99616,0.99851,0.99499,0.98147,0.22648,0.12643,0.78466,0.0004753,0.0004753,0.0004753
108,2582.09,0.23652,0.20507,0.80087,0.99858,0.99799,0.995,0.98162,0.21784,0.11628,0.78319,0.00047035,0.00047035,0.00047035
109,2604.99,0.23442,0.19965,0.79859,0.99667,0.99969,0.995,0.98036,0.21833,0.11936,0.78376,0.0004654,0.0004654,0.0004654
110,2628,0.2294,0.19549,0.80071,0.99831,0.99863,0.995,0.97982,0.21206,0.11534,0.78261,0.00046045,0.00046045,0.00046045
111,2650.99,0.23569,0.20372,0.79986,0.99965,0.99808,0.995,0.98178,0.21831,0.11617,0.78243,0.0004555,0.0004555,0.0004555
112,2674.07,0.23003,0.1979,0.80058,0.99919,0.99785,0.995,0.98265,0.22095,0.11879,0.78276,0.00045055,0.00045055,0.00045055
113,2697.32,0.23632,0.20374,0.8002,0.99929,0.99846,0.995,0.98322,0.21081,0.11558,0.78066,0.0004456,0.0004456,0.0004456
114,2720.38,0.23298,0.19875,0.79773,0.99855,0.99596,0.995,0.98307,0.20608,0.11549,0.78091,0.00044065,0.00044065,0.00044065
115,2743.37,0.22688,0.19161,0.79824,0.99947,0.99807,0.995,0.982,0.20561,0.11385,0.78039,0.0004357,0.0004357,0.0004357
116,2765.8,0.22447,0.1852,0.79724,0.99889,0.99658,0.99498,0.98271,0.21077,0.11673,0.78279,0.00043075,0.00043075,0.00043075
117,2788.43,0.22302,0.19447,0.79708,0.99795,0.99834,0.995,0.98277,0.21571,0.12127,0.78337,0.0004258,0.0004258,0.0004258
118,2810.89,0.22919,0.195,0.7991,0.99915,0.99719,0.995,0.98132,0.21388,0.11967,0.78293,0.00042085,0.00042085,0.00042085
119,2833.29,0.22738,0.18948,0.79677,0.99907,0.99914,0.995,0.98242,0.21161,0.1146,0.78146,0.0004159,0.0004159,0.0004159
120,2855.8,0.2291,0.19407,0.79885,0.9995,0.99923,0.995,0.98231,0.2107,0.1101,0.78088,0.00041095,0.00041095,0.00041095
121,2878.31,0.22396,0.18113,0.7972,0.99914,0.99851,0.995,0.98393,0.20351,0.1071,0.78015,0.000406,0.000406,0.000406
122,2901.71,0.22277,0.18893,0.79725,0.99898,0.99822,0.995,0.98259,0.20977,0.1133,0.78214,0.00040105,0.00040105,0.00040105
123,2924.56,0.21472,0.18344,0.79757,0.99887,0.99949,0.995,0.98257,0.20538,0.11047,0.7813,0.0003961,0.0003961,0.0003961
124,2946.8,0.21951,0.18993,0.7949,0.99932,0.99698,0.995,0.98268,0.212,0.11524,0.7817,0.00039115,0.00039115,0.00039115
125,2969.18,0.21868,0.18662,0.79517,0.99887,0.99675,0.995,0.98302,0.20036,0.11119,0.78044,0.0003862,0.0003862,0.0003862
126,2991.48,0.2117,0.18263,0.79341,0.99931,0.99785,0.995,0.98329,0.1976,0.10759,0.78028,0.00038125,0.00038125,0.00038125
127,3013.8,0.21391,0.17826,0.79628,0.99795,0.99763,0.995,0.98385,0.20205,0.11337,0.78056,0.0003763,0.0003763,0.0003763
128,3036.21,0.21488,0.18205,0.79792,0.99957,0.99725,0.995,0.98375,0.20202,0.11116,0.78179,0.00037135,0.00037135,0.00037135
129,3058.66,0.21854,0.18547,0.79671,0.99816,0.99904,0.995,0.98349,0.2079,0.11073,0.78084,0.0003664,0.0003664,0.0003664
130,3081.01,0.21862,0.18274,0.79502,0.9984,0.99797,0.99499,0.98357,0.1986,0.11436,0.77926,0.00036145,0.00036145,0.00036145
131,3103.49,0.21752,0.18674,0.79435,0.99945,0.9977,0.995,0.98361,0.19935,0.11357,0.77991,0.0003565,0.0003565,0.0003565
132,3125.92,0.21896,0.17964,0.79538,0.99697,0.99688,0.99495,0.98355,0.19833,0.11627,0.7792,0.00035155,0.00035155,0.00035155
133,3148.51,0.21545,0.18105,0.79742,0.99856,0.9984,0.995,0.98275,0.19496,0.10724,0.77894,0.0003466,0.0003466,0.0003466
134,3170.9,0.20978,0.17598,0.79341,0.9987,0.99833,0.995,0.98295,0.19942,0.11022,0.77845,0.00034165,0.00034165,0.00034165
135,3193.12,0.20995,0.17551,0.79754,0.99839,0.99866,0.995,0.9834,0.19626,0.10622,0.77921,0.0003367,0.0003367,0.0003367
136,3216.07,0.21377,0.18231,0.79695,0.99923,0.99848,0.995,0.98317,0.1972,0.10624,0.78043,0.00033175,0.00033175,0.00033175
137,3238.35,0.20897,0.177,0.79632,0.9996,0.99695,0.995,0.98498,0.19941,0.11183,0.77926,0.0003268,0.0003268,0.0003268
138,3260.89,0.21572,0.18226,0.79708,0.99918,0.99867,0.995,0.98369,0.19871,0.10754,0.78059,0.00032185,0.00032185,0.00032185
139,3283.82,0.20823,0.1754,0.79636,0.99952,0.99847,0.995,0.98425,0.19724,0.10556,0.78069,0.0003169,0.0003169,0.0003169
140,3306.1,0.203,0.17,0.79586,0.99956,0.99828,0.995,0.98393,0.19242,0.1024,0.77998,0.00031195,0.00031195,0.00031195
141,3328.4,0.20882,0.17624,0.79349,0.99874,0.99828,0.995,0.98344,0.20573,0.11097,0.78083,0.000307,0.000307,0.000307
142,3352.78,0.20839,0.17192,0.7921,0.99817,0.99845,0.995,0.98364,0.19406,0.10755,0.77901,0.00030205,0.00030205,0.00030205
143,3375.3,0.20493,0.1697,0.7936,0.99875,0.99853,0.995,0.98516,0.19245,0.10418,0.77968,0.0002971,0.0002971,0.0002971
144,3398.05,0.20481,0.1715,0.79579,0.9996,0.99917,0.995,0.98361,0.19344,0.10283,0.7802,0.00029215,0.00029215,0.00029215
145,3420.96,0.20317,0.16623,0.79404,0.99883,0.99846,0.99496,0.98568,0.1905,0.10428,0.7793,0.0002872,0.0002872,0.0002872
146,3443.81,0.19841,0.17095,0.795,0.9988,0.99687,0.995,0.9852,0.18701,0.10672,0.77847,0.00028225,0.00028225,0.00028225
147,3466.39,0.20768,0.1749,0.79529,0.99954,0.99781,0.995,0.98476,0.18829,0.10114,0.77834,0.0002773,0.0002773,0.0002773
148,3488.65,0.19964,0.17068,0.79291,0.99849,0.99807,0.995,0.98466,0.19076,0.10285,0.78097,0.00027235,0.00027235,0.00027235
149,3510.9,0.19946,0.16422,0.7947,0.99935,0.99764,0.995,0.98433,0.19445,0.10517,0.78078,0.0002674,0.0002674,0.0002674
150,3533.21,0.19414,0.16066,0.793,0.99931,0.99826,0.995,0.98392,0.1913,0.10355,0.77982,0.00026245,0.00026245,0.00026245
151,3555.54,0.19652,0.16327,0.79377,0.99752,0.99816,0.995,0.98371,0.18767,0.1049,0.77922,0.0002575,0.0002575,0.0002575
152,3579.82,0.19628,0.16097,0.794,0.99946,0.99831,0.995,0.98438,0.1886,0.10305,0.77997,0.00025255,0.00025255,0.00025255
153,3602.32,0.20101,0.16396,0.79349,0.99938,0.99812,0.995,0.9843,0.18807,0.1019,0.7797,0.0002476,0.0002476,0.0002476
154,3624.78,0.19709,0.16276,0.79683,0.99958,0.99808,0.995,0.98489,0.18667,0.10009,0.77797,0.00024265,0.00024265,0.00024265
155,3647.63,0.1943,0.16309,0.7941,0.99956,0.99824,0.995,0.98493,0.18737,0.09991,0.77877,0.0002377,0.0002377,0.0002377
156,3670.14,0.19299,0.16198,0.79158,0.99966,0.99786,0.995,0.98439,0.1829,0.09918,0.77786,0.00023275,0.00023275,0.00023275
157,3693.32,0.19568,0.166,0.79287,0.99962,0.99804,0.995,0.98511,0.18251,0.09885,0.77816,0.0002278,0.0002278,0.0002278
158,3715.56,0.19267,0.16109,0.79326,0.99896,0.99867,0.995,0.98356,0.18581,0.09687,0.77876,0.00022285,0.00022285,0.00022285
159,3737.83,0.19247,0.16386,0.79288,0.99894,0.99923,0.995,0.98395,0.18905,0.10119,0.77915,0.0002179,0.0002179,0.0002179
160,3760.18,0.18838,0.15893,0.79152,0.99952,0.99849,0.995,0.98506,0.18417,0.09723,0.77889,0.00021295,0.00021295,0.00021295
161,3782.49,0.19098,0.15755,0.79401,0.9995,0.99861,0.995,0.98583,0.18043,0.09387,0.77813,0.000208,0.000208,0.000208
162,3804.87,0.18702,0.15368,0.79418,0.99932,0.99913,0.995,0.98609,0.17981,0.0954,0.77833,0.00020305,0.00020305,0.00020305
163,3827.23,0.18679,0.15935,0.79054,0.99957,0.99839,0.995,0.98625,0.18106,0.09727,0.77868,0.0001981,0.0001981,0.0001981
164,3849.58,0.19209,0.16117,0.7971,0.99938,0.99834,0.995,0.9856,0.17788,0.09822,0.77788,0.00019315,0.00019315,0.00019315
165,3871.91,0.18452,0.1549,0.79246,0.99934,0.99877,0.995,0.98573,0.17872,0.0975,0.77873,0.0001882,0.0001882,0.0001882
166,3894.25,0.19168,0.16104,0.79347,0.99921,0.9987,0.995,0.98586,0.181,0.09652,0.77991,0.00018325,0.00018325,0.00018325
167,3916.56,0.18041,0.14533,0.79041,0.99957,0.99852,0.995,0.98656,0.1789,0.09437,0.77828,0.0001783,0.0001783,0.0001783
168,3939.01,0.18429,0.15348,0.79238,0.99938,0.9982,0.995,0.98625,0.1775,0.09657,0.77843,0.00017335,0.00017335,0.00017335
169,3961.35,0.1835,0.14878,0.79548,0.99946,0.998,0.995,0.98646,0.17881,0.095,0.779,0.0001684,0.0001684,0.0001684
170,3983.73,0.17948,0.15127,0.79172,0.99906,0.99832,0.995,0.98689,0.17739,0.0942,0.77878,0.00016345,0.00016345,0.00016345
171,4007.16,0.17814,0.14476,0.79003,0.99886,0.99862,0.995,0.9869,0.17573,0.09342,0.77885,0.0001585,0.0001585,0.0001585
172,4029.5,0.17884,0.14578,0.78894,0.9996,0.99715,0.995,0.98695,0.17636,0.09389,0.77874,0.00015355,0.00015355,0.00015355
173,4051.84,0.17713,0.14754,0.78808,0.99934,0.99685,0.995,0.98674,0.17566,0.0949,0.77822,0.0001486,0.0001486,0.0001486
174,4074.12,0.18207,0.15108,0.79209,0.99933,0.99726,0.995,0.98679,0.17467,0.09692,0.77838,0.00014365,0.00014365,0.00014365
175,4096.39,0.1761,0.14291,0.79137,0.99933,0.99637,0.995,0.98655,0.17526,0.097,0.77828,0.0001387,0.0001387,0.0001387
176,4118.93,0.17812,0.14527,0.79177,0.99918,0.99755,0.995,0.98668,0.17509,0.09465,0.77819,0.00013375,0.00013375,0.00013375
177,4141.3,0.1772,0.1496,0.79244,0.99889,0.99768,0.995,0.98648,0.17352,0.09332,0.77863,0.0001288,0.0001288,0.0001288
178,4163.62,0.17737,0.15111,0.79351,0.99861,0.99755,0.995,0.98577,0.17436,0.09428,0.77851,0.00012385,0.00012385,0.00012385
179,4185.84,0.17733,0.14345,0.79086,0.99835,0.99778,0.995,0.9866,0.173,0.09529,0.77808,0.0001189,0.0001189,0.0001189
180,4208.19,0.17483,0.14399,0.78968,0.99829,0.99814,0.995,0.9872,0.17204,0.09341,0.77802,0.00011395,0.00011395,0.00011395
181,4230.58,0.17424,0.14052,0.78914,0.99834,0.99791,0.995,0.98681,0.16983,0.0915,0.77722,0.000109,0.000109,0.000109
182,4253.09,0.17333,0.13893,0.7863,0.99954,0.99688,0.995,0.98695,0.17074,0.09206,0.77757,0.00010405,0.00010405,0.00010405
183,4275.58,0.16971,0.13885,0.79256,0.99934,0.99753,0.995,0.98784,0.16943,0.09031,0.77766,9.91e-05,9.91e-05,9.91e-05
184,4297.9,0.17122,0.14074,0.78965,0.99936,0.9981,0.995,0.98702,0.16846,0.08882,0.77727,9.415e-05,9.415e-05,9.415e-05
185,4320.21,0.16842,0.13507,0.79128,0.99936,0.99761,0.995,0.98698,0.17026,0.09028,0.77731,8.92e-05,8.92e-05,8.92e-05
186,4342.51,0.16689,0.13354,0.79016,0.99963,0.99657,0.995,0.98713,0.17132,0.08995,0.77723,8.425e-05,8.425e-05,8.425e-05
