epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,7414.68,0.29813,0.24299,0.81856,0.999,0.99835,0.995,0.97077,0.2854,0.14285,0.7886,0.0003763,0.0003763,0.0003763
128,7472.88,0.29758,0.23482,0.81447,0.99698,0.99824,0.995,0.96898,0.28374,0.13853,0.78555,0.00037135,0.00037135,0.00037135
129,7531.18,0.29391,0.23963,0.81609,0.99956,0.99819,0.995,0.97,0.27861,0.135,0.7841,0.0003664,0.0003664,0.0003664
130,7589.36,0.29559,0.23619,0.81559,0.99954,0.99947,0.995,0.96815,0.27928,0.13261,0.7862,0.00036145,0.00036145,0.00036145
131,7647.64,0.29149,0.22888,0.81455,0.99921,0.99972,0.995,0.96717,0.28435,0.13623,0.78549,0.0003565,0.0003565,0.0003565
132,7705.93,0.29178,0.22543,0.80974,0.99941,0.99988,0.995,0.96875,0.27721,0.13365,0.78517,0.00035155,0.00035155,0.00035155
133,7764.26,0.28798,0.22817,0.81658,0.99917,1,0.995,0.96689,0.27895,0.13213,0.78529,0.0003466,0.0003466,0.0003466
134,7822.77,0.29092,0.23278,0.81534,0.99946,0.99937,0.995,0.96994,0.27772,0.13218,0.78328,0.00034165,0.00034165,0.00034165
135,7881.23,0.28666,0.22893,0.81614,0.99738,0.99945,0.995,0.96913,0.28145,0.13423,0.78516,0.0003367,0.0003367,0.0003367
136,7939.54,0.29023,0.23169,0.81445,0.99797,0.99967,0.995,0.96947,0.27798,0.13458,0.78292,0.00033175,0.00033175,0.00033175
137,7997.89,0.28665,0.22823,0.81554,0.99851,0.99877,0.995,0.97185,0.27361,0.13463,0.7821,0.0003268,0.0003268,0.0003268
138,8056.28,0.28773,0.22775,0.81555,0.99822,0.99954,0.995,0.97001,0.2783,0.13437,0.7842,0.00032185,0.00032185,0.00032185
139,8114.52,0.27852,0.21748,0.81351,0.99761,0.9978,0.995,0.97044,0.27799,0.13961,0.78203,0.0003169,0.0003169,0.0003169
140,8172.81,0.28119,0.21714,0.81321,0.99778,0.99924,0.995,0.97108,0.27186,0.13235,0.78276,0.00031195,0.00031195,0.00031195
141,8231.17,0.28439,0.22224,0.81358,0.9985,0.99971,0.995,0.9701,0.27024,0.13364,0.78205,0.000307,0.000307,0.000307
142,8289.31,0.28121,0.22179,0.81334,0.99833,0.99812,0.99499,0.97107,0.27476,0.13744,0.78709,0.00030205,0.00030205,0.00030205
143,8347.56,0.28759,0.21666,0.8133,0.99964,0.9993,0.995,0.97264,0.2691,0.13117,0.78372,0.0002971,0.0002971,0.0002971
