epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,89576.4,0.34906,0.29643,0.87745,0.99288,0.99335,0.99423,0.94042,0.31155,0.14643,0.76129,0.00019315,0.00019315,0.00019315
165,90114.2,0.35115,0.29753,0.87817,0.99566,0.99261,0.99401,0.9414,0.30442,0.1438,0.75602,0.0001882,0.0001882,0.0001882
166,90651.8,0.35061,0.30253,0.87004,0.99615,0.99388,0.99473,0.94135,0.30999,0.14318,0.76132,0.00018325,0.00018325,0.00018325
167,91188.7,0.34457,0.29755,0.87813,0.99617,0.99359,0.99456,0.94255,0.30976,0.1404,0.75994,0.0001783,0.0001783,0.0001783
168,91725.7,0.3448,0.28968,0.8755,0.99656,0.99238,0.99396,0.94161,0.30662,0.14117,0.75791,0.00017335,0.00017335,0.00017335
169,92263,0.34522,0.29793,0.87874,0.99495,0.9948,0.99467,0.94437,0.30322,0.14245,0.75551,0.0001684,0.0001684,0.0001684
170,92802.3,0.34624,0.3,0.87509,0.99527,0.99513,0.9945,0.94328,0.30637,0.14334,0.75922,0.00016345,0.00016345,0.00016345
171,93340.1,0.3426,0.28678,0.87016,0.99559,0.9922,0.99398,0.94021,0.30526,0.14412,0.75688,0.0001585,0.0001585,0.0001585
172,93878.3,0.3403,0.29071,0.86658,0.99413,0.99168,0.99431,0.94339,0.30735,0.1433,0.75779,0.00015355,0.00015355,0.00015355
173,94416.4,0.34213,0.29067,0.87908,0.99587,0.98923,0.99446,0.94358,0.30701,0.14451,0.75777,0.0001486,0.0001486,0.0001486
174,94954.6,0.34127,0.30019,0.86128,0.99612,0.99129,0.99402,0.94121,0.31002,0.14456,0.7601,0.00014365,0.00014365,0.00014365
175,95492.5,0.33463,0.28623,0.86678,0.9968,0.98896,0.99451,0.94159,0.30774,0.14607,0.75856,0.0001387,0.0001387,0.0001387
176,96030.5,0.32989,0.2848,0.86208,0.99453,0.99328,0.99464,0.94395,0.30322,0.14109,0.75548,0.00013375,0.00013375,0.00013375
177,96569.2,0.3336,0.28721,0.8694,0.99597,0.99339,0.99486,0.94124,0.30743,0.13909,0.75924,0.0001288,0.0001288,0.0001288
178,97106.9,0.33383,0.28969,0.86271,0.99463,0.99393,0.99484,0.94506,0.30129,0.13819,0.75461,0.00012385,0.00012385,0.00012385
